lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
BANK1,Little Blue River near Barnes,39.72583333,-96.80444444,TOP,MBRFC,Missouri Region,KS,0.13,0.05,0.05,1,2/8/2023,obj,FMA
BARN1,Big Blue River near Barneston,40.04472222,-96.58722222,OAX,MBRFC,Missouri Region,NE,0.12,0.05,0.05,1,2/8/2023,obj,FMA
BBRW4,South Fork Shoshone River above Buffalo Bill Reservoir,44.43277778,-109.2516667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BCHM8,Beaver Creek (MT) near Hinsdale,48.42027778,-107.1711111,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BCMM8,Battle Creek (North-central MT) near Chinook,48.65,-109.2333333,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BDFI4,East Fork 102 River at Bedford,40.66083333,-94.71638889,DMX,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BDYN1,Platte River at Brady,41.01944444,-100.3711111,LBF,MBRFC,Missouri Region,NE,0.1,0.08,0.05,1,2/8/2023,obj,FMA
BEAN1,Big Blue River at Beatrice,40.25611111,-96.74638889,OAX,MBRFC,Missouri Region,NE,0.1,0.05,0.05,1,2/8/2023,obj,FMA
BEKN1,S. Fork Republican River near Benkelman,40.0094,-101.5422,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BENN1,Republican River near Benkelman,40.0347,-101.5428,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BEVN1,Beaver Creek near Beaver City,40.12,-99.8931,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BFYM8,Clarks Fork of the Yellowstone near Belfry,45.00916667,-109.0655556,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BGPN1,North Platte River near Bridgeport,41.67666667,-103.0969444,CYS,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BHBW4,Big Horn River at Basin,44.38333333,-108.0355556,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BIGM7,Big Piney at Ft. Wood - East Gate,37.76027778,-92.05805556,SGF,MBRFC,Missouri Region,MO,0.73,0.29,0.09,2,2/8/2023,obj,FMA
BILM8,Yellowstone River at Billings,45.8001,-108.468,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BLAN1,Missouri River near Blair,41.55083333,-96.09694444,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BLRK1,Big Blue River at Blue Rapids,39.68888889,-96.64166667,TOP,MBRFC,Missouri Region,KS,0.36,0.05,0.05,1,2/8/2023,obj,FMA
BLRM7,Big Creek near Blairstown,38.555,-93.96527778,EAX,MBRFC,Missouri Region,MO,0.92,0.73,0.05,3,2/8/2023,obj,FMA
BLTK1,Solomon River at Beloit,39.455,-98.10916667,GID,MBRFC,Missouri Region,KS,0.1,0.05,0.05,1,2/8/2023,obj,FMA
BLVM7,Blackwater River near Blue Lick,38.99027778,-93.20388889,EAX,MBRFC,Missouri Region,MO,0.83,0.49,0.08,2,2/8/2023,obj,FMA
BNYM8,Tongue River at Birney Day School near Birney,45.41166667,-106.4572222,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BONM7,Petite Saline Creek near Boonville,38.91722222,-92.70444444,EAX,MBRFC,Missouri Region,MO,0.61,0.44,0.05,2,2/8/2023,obj,FMA
BOSW4,Laramie River near Bosler,41.55472222,-105.8283333,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BOZM7,Missouri River at Boonville,38.98166667,-92.74583333,EAX,MBRFC,Missouri Region,MO,0.54,0.07,0.05,2,2/8/2023,obj,FMA
BREN8,Cannonball River at Breien,46.3761,-100.9341667,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BRKS2,Big Sioux River near Brookings,44.1803,-96.7492,FSD,MBRFC,Missouri Region,SD,0.28,0.21,0.05,1,2/8/2023,obj,FMA
BRLM7,Nodaway River near Burlington Junction,40.445,-95.08944444,EAX,MBRFC,Missouri Region,MO,0.07,0.05,0.05,1,2/8/2023,obj,FMA
BRNK1,Salt Creek (KS) at Barnard,39.19027778,-98.03972222,ICT,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BRNM7,Grand River near Brunswick,39.43083333,-93.15972222,EAX,MBRFC,Missouri Region,MO,0.6,0.09,0.05,2,2/8/2023,obj,FMA
BRON1,Missouri River at Brownville,40.39888889,-95.65333333,OAX,MBRFC,Missouri Region,NE,0.22,0.09,0.05,1,2/8/2023,obj,FMA
BSMM8,Big Sandy Creek (MT) near Havre,48.5267,-109.8415,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BTMM8,Boulder River at Big Timber,45.83416667,-109.9380556,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BVCM7,Blue River at Colorado Avenue,39.0367,-94.5226,EAX,MBRFC,Missouri Region,MO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BVRN8,Beaver Creek (South Central ND) at Linton,46.26861111,-100.2513889,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BVSN1,Sappa Creek near Beaver City,40.04583333,-99.89,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BVUK1,Kansas River near Belvue,39.1875,-96.14722222,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BWSW4,Belle Fourche River at Wyoming-South Dakota State Line,44.7489,-104.0517,UNR,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
BZNC2,South Platte River near Balzac,40.35777778,-103.5286111,BOU,MBRFC,Missouri Region,CO,0.09,0.08,0.07,1,2/8/2023,obj,FMA
CACS2,Little Missouri River at Camp Crook,45.54805556,-103.9711111,UNR,MBRFC,Missouri Region,SD,0.07,0.05,0.05,1,2/8/2023,obj,FMA
CAMN1,Republican River at Cambridge,40.28416667,-100.1433333,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CAXM7,Wakenda Creek at Carrollton,39.34361111,-93.48555556,EAX,MBRFC,Missouri Region,MO,0.62,0.43,0.12,2,2/8/2023,obj,FMA
CCMM8,Clear Creek (North-central MT) near Chinook near mouth,48.57888889,-109.3905556,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CDBK1,Beaver Creek at Cedar Bluffs,39.98638889,-100.56,GLD,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CHKI4,Little Sioux River at Cherokee,42.74472222,-95.54944444,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CHPK1,Chapman Creek near Chapman,39.03111111,-97.04,TOP,MBRFC,Missouri Region,KS,0.11,0.05,0.05,1,2/8/2023,obj,FMA
CHTI4,Chariton River near Chariton,40.95194444,-93.25972222,DMX,MBRFC,Missouri Region,IA,0.08,0.05,0.05,1,2/8/2023,obj,FMA
CHZM7,Grand River near Chillicothe,39.75444444,-93.55638889,EAX,MBRFC,Missouri Region,MO,0.57,0.41,0.23,2,2/8/2023,obj,FMA
CLBM8,Missouri River near Culbertson,48.1225,-104.4758333,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CLBN1,Shell Creek near Columbus,41.52611111,-97.28166667,OAX,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/8/2023,obj,FMA
CLDK1,Elk Creek (KS) at Clyde,39.59111111,-97.39111111,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CMBS2,James River near Columbia,45.60555556,-98.31166667,ABR,MBRFC,Missouri Region,SD,0.44,0.37,0.24,1,2/8/2023,obj,FMA
CMSM7,Missouri River near Chamois,38.6808,-91.773,LSX,MBRFC,Missouri Region,MO,0.62,0.07,0.05,2,2/8/2023,obj,FMA
CMZM7,Sac River near Caplinger Mills,37.86972222,-93.80305556,SGF,MBRFC,Missouri Region,MO,0.56,0.4,0.1,2,2/8/2023,obj,FMA
CNKK1,Republican River at Concordia,39.58861111,-97.65805556,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CORM8,Yellowstone River at Corwin Springs,45.11194444,-110.7936111,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
COSS2,Split Rock Creek at Corson,43.61638889,-96.565,FSD,MBRFC,Missouri Region,SD,0.14,0.06,0.05,1,2/8/2023,obj,FMA
CPRW4,North Platte River at Casper,42.86,-106.3191667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CROW4,Wind River near Crowheart,43.2425,-109.0097222,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CRRI4,Little Sioux River at Correctionville,42.46861111,-95.795,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CRTN1,Big Blue River near Crete,40.59638889,-96.96083333,OAX,MBRFC,Missouri Region,NE,0.1,0.05,0.05,1,2/8/2023,obj,FMA
CSWS2,Big Sioux River near Castlewood,44.73166667,-97.04444444,ABR,MBRFC,Missouri Region,SD,0.61,0.3,0.05,2,2/8/2023,obj,FMA
CULN1,Frenchman Creek at Culbertson,40.23472222,-100.8777778,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
CYCK1,Republican River at Clay Center,39.35555556,-97.12611111,TOP,MBRFC,Missouri Region,KS,0.11,0.05,0.05,1,2/8/2023,obj,FMA
DARN1,Platte River near Darr,40.7768,-99.848,GID,MBRFC,Missouri Region,NE,0.23,0.09,0.08,1,2/8/2023,obj,FMA
DBRM8,Dearborn River near Craig,47.19861111,-112.0955556,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DCTN1,Missouri River at Decatur,42.00722222,-96.24138889,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DELK1,Soldier Creek near Delia,39.23833333,-95.88833333,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DERS2,Big Sioux River near Dell Rapids,43.79027778,-96.745,FSD,MBRFC,Missouri Region,SD,0.23,0.11,0.06,1,2/8/2023,obj,FMA
DEWN1,Turkey Creek near DeWitt,40.36722222,-96.88944444,OAX,MBRFC,Missouri Region,NE,0.06,0.06,0.06,1,2/8/2023,obj,FMA
DKKC2,North Fork Big Thompson River (CO) at Drake,40.43361111,-105.3458333,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DMRM8,Milk River near Dodson,48.40305556,-108.2936111,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DNCN1,Platte River near Duncan,41.36833333,-97.49527778,OAX,MBRFC,Missouri Region,NE,0.07,0.05,0.05,1,2/8/2023,obj,FMA
DNVC2,South Platte River at Denver,39.75972222,-105.0027778,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DRBC2,Clear Creek (CO) at Derby,39.82833333,-104.9583333,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DRGN1,West Fork Big Blue River near Dorchester,40.73083333,-97.17777778,OAX,MBRFC,Missouri Region,NE,0.12,0.05,0.05,1,2/8/2023,obj,FMA
DSOK1,Kansas River at De Soto,38.98333333,-94.96444444,EAX,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DTTM8,Teton River near Dutton,47.93027778,-111.5519444,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DUBW4,Wind River near Dubois,43.57861111,-109.7591667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
DVSI4,Thompson River (IA/MO) at Davis City,40.64027778,-93.80777778,DMX,MBRFC,Missouri Region,IA,0.18,0.05,0.05,1,2/8/2023,obj,FMA
DVSS2,Vermillion River near Davis,43.23722222,-96.98333333,FSD,MBRFC,Missouri Region,SD,0.39,0.26,0.11,1,2/8/2023,obj,FMA
DWEN1,Little Blue River near Deweese,40.34972222,-98.05916667,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
ECRW4,Encampment River at Mouth near Encampment,41.30333333,-106.7119444,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
EDGM8,Clarks Fork of the Yellowstone at Edgar,45.46611111,-108.8430556,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
ELLK1,Big Creek at Ellis,38.93694444,-99.56361111,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
ELWK1,Smoky Hill River at Ellsworth,38.72666667,-98.23333333,ICT,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,2/8/2023,obj,FMA
EMSS2,Belle Fourche River near Elm Springs,44.36972222,-102.5655556,UNR,MBRFC,Missouri Region,SD,0.05,0.05,0.05,1,2/8/2023,obj,FMA
ENTK1,Smoky Hill River at Enterprise,38.90666667,-97.12,TOP,MBRFC,Missouri Region,KS,0.19,0.17,0.05,1,2/8/2023,obj,FMA
ERNM8,Milk River at Eastern Crossing nr Rudyard,48.98333333,-110.4666667,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
ESTK1,Stranger Creek at Easton,39.345,-95.10805556,EAX,MBRFC,Missouri Region,KS,0.72,0.56,0.07,3,2/8/2023,obj,FMA
EWIN1,Elkhorn River at Ewing,42.26833333,-98.33944444,LBF,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FBNM8,Missouri River at Fort Benton,47.81777778,-110.6675,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FFXM7,Tarkio River near Fairfax,40.33944444,-95.40666667,EAX,MBRFC,Missouri Region,MO,0.5,0.49,0.18,1,2/8/2023,obj,FMA
FKFK1,Black Vermillion River at Frankfort,39.68194444,-96.4425,TOP,MBRFC,Missouri Region,KS,0.44,0.05,0.05,1,2/8/2023,obj,FMA
FLAW4,Laramie River near Fort Laramie,42.20055556,-104.5383333,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FLLN1,Big Nemaha River at Falls City,40.03555556,-95.59583333,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FOMC2,South Platte River at Fort Morgan,40.26833333,-103.8011111,BOU,MBRFC,Missouri Region,CO,0.09,0.07,0.05,1,2/8/2023,obj,FMA
FORS2,James River near Forestburg,43.97388889,-98.07055556,FSD,MBRFC,Missouri Region,SD,0.29,0.25,0.16,1,2/8/2023,obj,FMA
FRBN1,Little Blue River near Fairbury,40.14638889,-97.19944444,OAX,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/8/2023,obj,FMA
FRYM8,Yellowstone River at Forsyth,46.26611111,-106.69,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FSKK1,Marmaton River at Fort Scott,37.84888889,-94.7025,SGF,MBRFC,Missouri Region,KS,0.15,0.08,0.07,1,2/8/2023,obj,FMA
FTDC2,Cache La Poudre River (CO) above Fort Collins,40.66444444,-105.2238889,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FTHS2,Moreau River (SD) near Faith,45.19777778,-102.1561111,UNR,MBRFC,Missouri Region,SD,0.05,0.05,0.05,1,2/8/2023,obj,FMA
FTNK1,Little Osage River at Fulton,38.00944444,-94.70361111,SGF,MBRFC,Missouri Region,KS,0.56,0.39,0.05,2,2/8/2023,obj,FMA
FTPS2,Bad River (SD) near Fort Pierre,44.32666667,-100.3838889,ABR,MBRFC,Missouri Region,SD,0.06,0.05,0.05,1,2/8/2023,obj,FMA
FTRK1,Kansas River at Ft. Riley,39.06166667,-96.76611111,TOP,MBRFC,Missouri Region,KS,0.08,0.05,0.05,1,2/8/2023,obj,FMA
FULN1,Cedar River (NE) near Fullerton,41.39472222,-98.00361111,GID,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/8/2023,obj,FMA
FYTM7,Moniteau Creek near Fayette,39.12083333,-92.56111111,EAX,MBRFC,Missouri Region,MO,0.7,0.07,0.05,2,2/8/2023,obj,FMA
GAZM7,Grand River near Gallatin,39.92694444,-93.9425,EAX,MBRFC,Missouri Region,MO,0.43,0.06,0.05,1,2/8/2023,obj,FMA
GBBN1,Wood River near Gibbon,40.77138889,-98.7975,GID,MBRFC,Missouri Region,NE,0.13,0.12,0.11,1,2/8/2023,obj,FMA
GCEN8,James River near Grace City,47.55805556,-98.8625,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GDEK1,N F Solomon River at Glade,39.67305556,-99.30916667,GID,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GELN1,Loup River near Genoa,41.41805556,-97.72361111,GID,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/8/2023,obj,FMA
GEON1,Beaver Creek (Loup River tributary) at Genoa,41.44138889,-97.73444444,GID,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/8/2023,obj,FMA
GIDN1,Wood River at Grand Island Diversion,40.87444444,-98.37777778,GID,MBRFC,Missouri Region,NE,0.08,0.05,0.05,1,2/8/2023,obj,FMA
GLAK1,Solomon River near Glasco,39.33861111,-97.83583333,TOP,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,2/8/2023,obj,FMA
GLDC2,Clear Creek (CO) at Golden,39.75305556,-105.2347222,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GLGM8,Gallatin River near Gallatin Gateway,45.4975,-111.2697222,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GLNM8,Yellowstone River at Glendive,47.10555556,-104.7188889,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GLNW4,North Platte River near Glenrock,42.83611111,-105.7588889,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GLWM8,Milk River near Glasgow,48.14416667,-106.5936111,GGW,MBRFC,Missouri Region,MT,0.09,0.07,0.05,1,2/8/2023,obj,FMA
GLZM7,Missouri River at Glasgow,39.2222,-92.8486,EAX,MBRFC,Missouri Region,MO,0.49,0.36,0.08,1,2/8/2023,obj,FMA
GOVK1,Hackberry Creek at Gove,38.9537,-100.4876,GLD,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GRIN1,Platte River near Grand Island,40.87444444,-98.28166667,GID,MBRFC,Missouri Region,NE,0.12,0.09,0.05,1,2/8/2023,obj,FMA
GRNN1,Salt Creek near Greenwood,40.96527778,-96.45444444,OAX,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/8/2023,obj,FMA
GRPC2,Cache La Poudre River (CO) near Greeley,40.41777778,-104.6394444,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
GRTK1,Pottawatomie Creek near Garnett,38.33361111,-95.24861111,TOP,MBRFC,Missouri Region,KS,0.13,0.05,0.05,1,2/8/2023,obj,FMA
GUIN1,Republican River at Guide Rock,40.06361111,-98.33138889,GID,MBRFC,Missouri Region,NE,0.07,0.05,0.05,1,2/8/2023,obj,FMA
GYBW4,Big Horn River at Greybull,44.48861111,-108.0469444,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HAIN1,Arikaree River at Haigler,40.02916667,-101.9675,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HANW4,Medicine Bow River near Hanna,42.00972222,-106.5125,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HBGK1,Little Blue River near Hollenberg,39.98333333,-97.0044,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HBLN1,North Fork Big Nemaha River at Humboldt,40.15694444,-95.94444444,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HDYN1,Republican River near Hardy,39.9925,-97.93138889,GID,MBRFC,Missouri Region,KS,0.1,0.05,0.05,1,2/8/2023,obj,FMA
HENN1,North Platte River near Henry,41.99861111,-104.0533333,CYS,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HLWM8,Musselshell River near Harlowton,46.42888889,-109.8413889,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HMBI4,Nishnabotna River above Hamburg,40.6017,-95.6422,OAX,MBRFC,Missouri Region,IA,0.08,0.05,0.05,1,2/8/2023,obj,FMA
HNDC2,South Platte River at Henderson,39.92222222,-104.8688889,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HNKI4,West Nishnabotna River near Hancock,41.39,-95.37138889,OAX,MBRFC,Missouri Region,IA,0.15,0.06,0.05,1,2/8/2023,obj,FMA
HOKI4,West Fork Ditch near Hornick,42.22694444,-96.07777778,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HRDM8,Little Bighorn River near Hardin,45.73583333,-107.5566667,BYZ,MBRFC,Missouri Region,MT,0.14,0.11,0.05,1,2/8/2023,obj,FMA
HRLM8,Milk River near Harlem,48.48944444,-108.7577778,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HRNM7,Missouri River at Hermann,38.70166667,-91.43138889,LSX,MBRFC,Missouri Region,MO,0.56,0.26,0.12,2,2/8/2023,obj,FMA
HTNM7,Little Osage River at Horton,37.99472222,-94.36916667,SGF,MBRFC,Missouri Region,MO,0.67,0.22,0.05,2,2/8/2023,obj,FMA
HURS2,James River at Huron,44.36361111,-98.19888889,FSD,MBRFC,Missouri Region,SD,0.43,0.23,0.21,1,2/8/2023,obj,FMA
HVRM8,Milk River at Havre,48.56388889,-109.695,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HWDI4,Big Sioux River above Hawarden,43.05138889,-96.48944444,FSD,MBRFC,Missouri Region,IA,0.34,0.25,0.11,1,2/8/2023,obj,FMA
HYSK1,Big Creek near Hays,38.85222222,-99.31805556,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/8/2023,obj,FMA
HZLM7,Gasconade River near Hazelgreen,37.7592,-92.4517,SGF,MBRFC,Missouri Region,MO,0.25,0.21,0.09,1,2/8/2023,obj,FMA
HZNN8,Knife River (ND) near Hazen,47.28527778,-101.6216667,BIS,MBRFC,Missouri Region,ND,0.08,0.07,0.05,1,2/8/2023,obj,FMA
ICLI4,Nodaway River at Clarinda,40.73861111,-95.01305556,OAX,MBRFC,Missouri Region,IA,0.07,0.05,0.05,1,2/8/2023,obj,FMA
ID8S2,Turtle Creek at Redfield,44.88333333,-98.51277778,ABR,MBRFC,Missouri Region,SD,0.28,0.19,0.11,1,2/8/2023,obj,FMA
ITHN1,Wahoo Creek at Ithaca,41.1475,-96.53833333,OAX,MBRFC,Missouri Region,NE,0.44,0.36,0.05,1,2/8/2023,obj,FMA
JCMM7,Moreau River (MO) near Jefferson City,38.52916667,-92.19194444,LSX,MBRFC,Missouri Region,MO,0.74,0.32,0.15,2,2/8/2023,obj,FMA
JFFM7,Missouri River at Jefferson City,38.58694444,-92.17972222,LSX,MBRFC,Missouri Region,MO,0.32,0.18,0.08,1,2/8/2023,obj,FMA
JMEI4,Floyd River at James,42.57666667,-96.31194444,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/8/2023,obj,FMA
JMSK1,Buffalo Creek (KS River Basin) at Jamestown,39.61472222,-97.85638889,TOP,MBRFC,Missouri Region,KS,0.08,0.05,0.05,1,2/8/2023,obj,FMA
JNCK1,Lyon Creek near Junction City,38.94916667,-96.85805556,TOP,MBRFC,Missouri Region,KS,0.13,0.05,0.05,1,2/8/2023,obj,FMA
JRMM7,Gasconade River at Jerome,37.93,-91.9772,SGF,MBRFC,Missouri Region,MO,0.46,0.19,0.08,1,2/8/2023,obj,FMA
