lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
BVCM7,Blue River at Colorado Avenue,39.036667,-94.522500,EAX,MBRFC,Missouri Region,MO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
BVRN8,Beaver Creek (South Central ND) at Linton,46.268611,-100.252222,BIS,MBRFC,Missouri Region,ND,0.080000,0.050000,0.050000,1,1/24/2023,obj,JFM
BVSN1,Sappa Creek near Beaver City,40.045833,-99.890000,GID,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
BVUK1,Kansas River near Belvue,39.193056,-96.147222,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
BWSW4,Belle Fourche River at Wyoming-South Dakota State Line,44.748874,-104.051602,UNR,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
BZNC2,South Platte River near Balzac,40.357700,-103.528600,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CACS2,Little Missouri River at Camp Crook,45.548134,-103.971239,UNR,MBRFC,Missouri Region,SD,0.080000,0.050000,0.050000,1,1/24/2023,obj,JFM
CAMN1,Republican River at Cambridge,40.284444,-100.143611,GID,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CAXM7,Wakenda Creek at Carrollton,39.343250,-93.485536,EAX,MBRFC,Missouri Region,MO,0.660000,0.440000,0.080000,2,1/24/2023,obj,JFM
CCMM8,Clear Creek (North-central MT) near Chinook near mouth,48.578889,-109.390556,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CDBK1,Beaver Creek at Cedar Bluffs,39.985000,-100.559722,GLD,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CHKI4,Little Sioux River at Cherokee,42.744722,-95.549444,FSD,MBRFC,Missouri Region,IA,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CHPK1,Chapman Creek near Chapman,39.031111,-97.040000,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CHTI4,Chariton River near Chariton,40.951890,-93.259848,DMX,MBRFC,Missouri Region,IA,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
CHZM7,Grand River near Chillicothe,39.755833,-93.558611,EAX,MBRFC,Missouri Region,MO,0.500000,0.410000,0.200000,1,1/24/2023,obj,JFM
CLBM8,Missouri River near Culbertson,48.123333,-104.473333,GGW,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CLBN1,Shell Creek near Columbus,41.525876,-97.281728,OAX,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
CLDK1,Elk Creek (KS) at Clyde,39.591111,-97.390833,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CMBS2,James River near Columbia,45.603611,-98.310000,ABR,MBRFC,Missouri Region,SD,0.460000,0.370000,0.210000,1,1/24/2023,obj,JFM
CMSM7,Missouri River near Chamois,38.680861,-91.773222,LSX,MBRFC,Missouri Region,MO,0.500000,0.050000,0.050000,1,1/24/2023,obj,JFM
CMZM7,Sac River near Caplinger Mills,37.869720,-93.803060,SGF,MBRFC,Missouri Region,MO,0.330000,0.150000,0.060000,1,1/24/2023,obj,JFM
CNKK1,Republican River at Concordia,39.588611,-97.658056,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CORM8,Yellowstone River at Corwin Springs,45.111944,-110.793611,BYZ,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
COSS2,Split Rock Creek at Corson,43.616389,-96.565000,FSD,MBRFC,Missouri Region,SD,0.070000,0.050000,0.050000,1,1/24/2023,obj,JFM
CPRW4,North Platte River at Casper,42.853620,-106.331420,RIW,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CROW4,Wind River near Crowheart,43.241820,-109.009890,RIW,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CRRI4,Little Sioux River at Correctionville,42.482222,-95.792500,FSD,MBRFC,Missouri Region,IA,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CRTN1,Big Blue River near Crete,40.596500,-96.960720,OAX,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
CSWS2,Big Sioux River near Castlewood,44.731667,-97.044444,ABR,MBRFC,Missouri Region,SD,0.230000,0.110000,0.050000,1,1/24/2023,obj,JFM
CULN1,Frenchman Creek at Culbertson,40.234722,-100.877778,GLD,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
CYCK1,Republican River at Clay Center,39.355556,-97.127222,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DARN1,Platte River near Darr,40.776900,-99.847900,GID,MBRFC,Missouri Region,NE,0.210000,0.050000,0.050000,1,1/24/2023,obj,JFM
DBRM8,Dearborn River near Craig,47.199025,-112.095906,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DCTN1,Missouri River at Decatur,42.007928,-96.242898,OAX,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DELK1,Soldier Creek near Delia,39.238333,-95.888333,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DERS2,Big Sioux River near Dell Rapids,43.790556,-96.745278,FSD,MBRFC,Missouri Region,SD,0.130000,0.070000,0.050000,1,1/24/2023,obj,JFM
DEWN1,Turkey Creek near DeWitt,40.367180,-96.889600,OAX,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DKKC2,North Fork Big Thompson River (CO) at Drake,40.433600,-105.345800,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DMRM8,Milk River near Dodson,48.402778,-108.293889,GGW,MBRFC,Missouri Region,MT,0.080000,0.050000,0.050000,1,1/24/2023,obj,JFM
DNCN1,Platte River near Duncan,41.368164,-97.494811,OAX,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
DNVC2,South Platte River at Denver,39.759400,-105.003900,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DRBC2,Clear Creek (CO) at Derby,39.828300,-104.958900,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DRGN1,West Fork Big Blue River near Dorchester,40.730800,-97.177922,OAX,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
DSOK1,Kansas River at De Soto,38.983333,-94.964444,EAX,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DTTM8,Teton River near Dutton,47.930325,-111.552942,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DUBW4,Wind River near Dubois,43.578430,-109.759450,RIW,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
DVSI4,Thompson River (IA/MO) at Davis City,40.640280,-93.808280,DMX,MBRFC,Missouri Region,IA,0.160000,0.050000,0.050000,1,1/24/2023,obj,JFM
DVSS2,Vermillion River near Davis,43.237222,-96.983333,FSD,MBRFC,Missouri Region,SD,0.230000,0.200000,0.070000,1,1/24/2023,obj,JFM
DWEN1,Little Blue River near Deweese,40.332500,-98.066944,GID,MBRFC,Missouri Region,NE,0.080000,0.050000,0.050000,1,1/24/2023,obj,JFM
ECRW4,Encampment River at Mouth near Encampment,41.303333,-106.714720,CYS,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
EDGM8,Clarks Fork of the Yellowstone at Edgar,45.465631,-108.844106,BYZ,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
ELLK1,Big Creek at Ellis,38.936944,-99.563611,DDC,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
ELWK1,Smoky Hill River at Ellsworth,38.726660,-98.233330,ICT,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
EMSS2,Belle Fourche River near Elm Springs,44.369989,-102.566526,UNR,MBRFC,Missouri Region,SD,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
ENTK1,Smoky Hill River at Enterprise,38.906389,-97.117500,TOP,MBRFC,Missouri Region,KS,0.140000,0.130000,0.050000,1,1/24/2023,obj,JFM
ERNM8,Milk River at Eastern Crossing nr Rudyard,48.975000,-110.421944,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
ESTK1,Stranger Creek at Easton,39.346389,-95.108611,EAX,MBRFC,Missouri Region,KS,0.540000,0.520000,0.050000,3,1/24/2023,obj,JFM
EWIN1,Elkhorn River at Ewing,42.268333,-98.339444,LBF,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FBNM8,Missouri River at Fort Benton,47.816911,-110.666142,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FFXM7,Tarkio River near Fairfax,40.339183,-95.405906,EAX,MBRFC,Missouri Region,MO,0.430000,0.390000,0.170000,1,1/24/2023,obj,JFM
FKFK1,Black Vermillion River at Frankfort,39.681944,-96.442500,TOP,MBRFC,Missouri Region,KS,0.420000,0.050000,0.050000,1,1/24/2023,obj,JFM
FLAW4,Laramie River near Fort Laramie,42.200523,-104.538290,CYS,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FLLN1,Big Nemaha River at Falls City,40.036164,-95.595923,OAX,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FOMC2,South Platte River at Fort Morgan,40.268400,-103.801200,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FORS2,James River near Forestburg,43.973889,-98.070556,FSD,MBRFC,Missouri Region,SD,0.280000,0.190000,0.120000,1,1/24/2023,obj,JFM
FRBN1,Little Blue River near Fairbury,40.146477,-97.199534,OAX,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FRYM8,Yellowstone River at Forsyth,46.266111,-106.690000,BYZ,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FSKK1,Marmaton River at Fort Scott,37.848890,-94.702500,SGF,MBRFC,Missouri Region,KS,0.090000,0.050000,0.050000,1,1/24/2023,obj,JFM
FTDC2,Cache La Poudre River (CO) above Fort Collins,40.664500,-105.224200,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FTHS2,Moreau River (SD) near Faith,45.197758,-102.156547,UNR,MBRFC,Missouri Region,SD,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FTNK1,Little Osage River at Fulton,38.008890,-94.703800,SGF,MBRFC,Missouri Region,KS,0.200000,0.160000,0.050000,1,1/24/2023,obj,JFM
FTPS2,Bad River (SD) near Fort Pierre,44.326667,-100.383889,ABR,MBRFC,Missouri Region,SD,0.110000,0.060000,0.050000,1,1/24/2023,obj,JFM
FTRK1,Kansas River at Ft. Riley,39.061667,-96.766111,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
FULN1,Cedar River (NE) near Fullerton,41.395833,-98.004167,GID,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
FYTM7,Moniteau Creek near Fayette,39.120833,-92.567222,EAX,MBRFC,Missouri Region,MO,0.580000,0.080000,0.050000,2,1/24/2023,obj,JFM
GAZM7,Grand River near Gallatin,39.926944,-93.942500,EAX,MBRFC,Missouri Region,MO,0.420000,0.050000,0.050000,1,1/24/2023,obj,JFM
GBBN1,Wood River near Gibbon,40.771389,-98.797500,GID,MBRFC,Missouri Region,NE,0.160000,0.120000,0.110000,1,1/24/2023,obj,JFM
GCEN8,James River near Grace City,47.558056,-98.862500,BIS,MBRFC,Missouri Region,ND,0.100000,0.050000,0.050000,1,1/24/2023,obj,JFM
GDEK1,N F Solomon River at Glade,39.673056,-99.309167,GID,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GELN1,Loup River near Genoa,41.418611,-97.723611,GID,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
GEON1,Beaver Creek (Loup River tributary) at Genoa,41.441389,-97.734444,GID,MBRFC,Missouri Region,NE,0.240000,0.110000,0.050000,1,1/24/2023,obj,JFM
GIDN1,Wood River at Grand Island Diversion,40.874722,-98.378333,GID,MBRFC,Missouri Region,NE,0.080000,0.060000,0.050000,1,1/24/2023,obj,JFM
GLAK1,Solomon River near Glasco,39.338611,-97.835833,TOP,MBRFC,Missouri Region,KS,0.070000,0.050000,0.050000,1,1/24/2023,obj,JFM
GLDC2,Clear Creek (CO) at Golden,39.753100,-105.234700,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GLGM8,Gallatin River near Gallatin Gateway,45.497222,-111.270833,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GLNM8,Yellowstone River at Glendive,47.105888,-104.718400,GGW,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GLNW4,North Platte River near Glenrock,42.836078,-105.758888,CYS,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GLWM8,Milk River near Glasgow,48.160000,-106.592500,GGW,MBRFC,Missouri Region,MT,0.130000,0.060000,0.050000,1,1/24/2023,obj,JFM
GLZM7,Missouri River at Glasgow,39.222222,-92.848611,EAX,MBRFC,Missouri Region,MO,0.370000,0.280000,0.050000,1,1/24/2023,obj,JFM
GOVK1,Hackberry Creek at Gove,38.953611,-100.487778,GLD,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GRIN1,Platte River near Grand Island,40.874444,-98.281667,GID,MBRFC,Missouri Region,NE,0.090000,0.070000,0.060000,1,1/24/2023,obj,JFM
GRNN1,Salt Creek near Greenwood,40.965348,-96.454379,OAX,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
GRPC2,Cache La Poudre River (CO) near Greeley,40.417700,-104.640000,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
GRTK1,Pottawatomie Creek near Garnett,38.333611,-95.248611,TOP,MBRFC,Missouri Region,KS,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
GUIN1,Republican River at Guide Rock,40.064444,-98.330278,GID,MBRFC,Missouri Region,NE,0.060000,0.050000,0.050000,1,1/24/2023,obj,JFM
GYBW4,Big Horn River at Greybull,44.488680,-108.046980,RIW,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HAIN1,Arikaree River at Haigler,40.017917,-101.995833,GLD,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HANW4,Medicine Bow River near Hanna,42.009722,-106.512500,CYS,MBRFC,Missouri Region,WY,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HBGK1,Little Blue River near Hollenberg,39.980278,-97.004722,TOP,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HBLN1,North Fork Big Nemaha River at Humboldt,40.156625,-95.944512,OAX,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HDYN1,Republican River near Hardy,39.992500,-97.931389,GID,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HENN1,North Platte River near Henry,41.988576,-104.053282,CYS,MBRFC,Missouri Region,NE,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HLWM8,Musselshell River near Harlowton,46.428800,-109.841194,BYZ,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HMBI4,Nishnabotna River above Hamburg,40.601161,-95.644458,OAX,MBRFC,Missouri Region,IA,0.100000,0.050000,0.050000,1,1/24/2023,obj,JFM
HNDC2,South Platte River at Henderson,39.922300,-104.868800,BOU,MBRFC,Missouri Region,CO,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HNKI4,West Nishnabotna River near Hancock,41.390117,-95.372022,OAX,MBRFC,Missouri Region,IA,0.140000,0.050000,0.050000,1,1/24/2023,obj,JFM
HOKI4,West Fork Ditch near Hornick,42.226944,-96.077778,FSD,MBRFC,Missouri Region,IA,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HRDM8,Little Bighorn River near Hardin,45.735833,-107.556667,BYZ,MBRFC,Missouri Region,MT,0.140000,0.130000,0.060000,1,1/24/2023,obj,JFM
HRLM8,Milk River near Harlem,48.489444,-108.757778,TFX,MBRFC,Missouri Region,MT,0.110000,0.100000,0.050000,1,1/24/2023,obj,JFM
HRNM7,Missouri River at Hermann,38.709722,-91.438611,LSX,MBRFC,Missouri Region,MO,0.450000,0.120000,0.050000,1,1/24/2023,obj,JFM
HTNM7,Little Osage River at Horton,37.994720,-94.369440,SGF,MBRFC,Missouri Region,MO,0.410000,0.080000,0.050000,1,1/24/2023,obj,JFM
HURS2,James River at Huron,44.363611,-98.198889,FSD,MBRFC,Missouri Region,SD,0.420000,0.230000,0.200000,1,1/24/2023,obj,JFM
HVRM8,Milk River at Havre,48.563611,-109.696111,TFX,MBRFC,Missouri Region,MT,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HWDI4,Big Sioux River above Hawarden,43.051389,-96.489444,FSD,MBRFC,Missouri Region,IA,0.220000,0.130000,0.060000,1,1/24/2023,obj,JFM
HYSK1,Big Creek near Hays,38.852222,-99.318056,DDC,MBRFC,Missouri Region,KS,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
HZLM7,Gasconade River near Hazelgreen,37.759160,-92.451670,SGF,MBRFC,Missouri Region,MO,0.160000,0.130000,0.060000,1,1/24/2023,obj,JFM
HZNN8,Knife River (ND) near Hazen,47.285278,-101.621667,BIS,MBRFC,Missouri Region,ND,0.120000,0.100000,0.100000,1,1/24/2023,obj,JFM
ICLI4,Nodaway River at Clarinda,40.743209,-95.014516,OAX,MBRFC,Missouri Region,IA,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
ID8S2,Turtle Creek at Redfield,44.883333,-98.512778,ABR,MBRFC,Missouri Region,SD,0.370000,0.220000,0.120000,1,1/24/2023,obj,JFM
ITHN1,Wahoo Creek at Ithaca,41.147614,-96.538255,OAX,MBRFC,Missouri Region,NE,0.720000,0.510000,0.050000,3,1/24/2023,obj,JFM
JCMM7,Moreau River (MO) near Jefferson City,38.528889,-92.191944,LSX,MBRFC,Missouri Region,MO,0.660000,0.250000,0.110000,2,1/24/2023,obj,JFM
JFFM7,Missouri River at Jefferson City,38.587111,-92.178639,LSX,MBRFC,Missouri Region,MO,0.290000,0.130000,0.050000,1,1/24/2023,obj,JFM
JMEI4,Floyd River at James,42.576667,-96.311111,FSD,MBRFC,Missouri Region,IA,0.050000,0.050000,0.050000,1,1/24/2023,obj,JFM
